skill,score
Microsoft Sysprep,1.0114558853985645
VMware Horizon View,2.531378964500744
Sales Force Management Systems,0.027449957865221624
Statistical Analysis,0.22329886987765202
Business Systems,0.3323986585385626
Allen-Bradley Controls,0.2544865036447529
Internetwork Packet Exchange/Sequenced Packet Exchange (IPX/SPX),4.127562216930476
MicroStation (CAD Design Software),0.1484901389502961
Outcome And Assessment Information Set (OASIS),0.0404775022956841
HP Thin Clients,0.09444701700593959
SonarQube,0.09630898376510527
Windows Presentation Foundation,0.1425736350914054
Function Points,0.014975796120577273
Event Management,0.03756337439839137
Document Processing,0.016809606964024733
Career Management,0.0031872355104678347
Test Tools,0.3421585344982182
Design Verification,0.011754550475089196
Networking Cables,10.150606482583663
Network Testing,2.0210182634425053
Er Diagrams,0.0418069876919542
TCP Congestion-Avoidance Algorithm,0.12724325182237645
Java Platform Micro Edition (J2ME),0.026749142961774327
Remote Data Capture,0.12724325182237645
CNSSI 1253,0.15719484406353093
Handlebars.js (Javascript Library),0.043440077829277265
Google Storage,0.018860345020497268
Financial Software,0.03673330150220266
Mobile Phones,0.39674814085588506
Strategic Communication,0.16540056209477697
Bazel,0.014975796120577273
IBM System P,0.06490645323417488
SPSS (Statistical Software),0.15221161993230506
Bind9,0.2694622997653301
Diversification (Investing),0.027449957865221624
Compressors,0.014975796120577273
WebWorks (Documentation System),0.0748585745218742
Universal Asynchronous Receiver/Transmitter,0.017284967012123634
Notification Services,0.02149324999911545
IP Address Management (IPAM),7.373069604849772
OpenEdge Advanced Business Language,0.0037354464963892543
Radiology Equipment,0.027449957865221624
Request For Information (RFI),0.06596886507099754
Thought Leadership,0.0748041583058418
Microsoft Virtual Servers,0.3012986203221894
Federal Emergency Management Agency (FEMA),0.0034922812061285056
Test Strategy,0.057506421585165224
Assessment And Learning In Knowledge Spaces (ALEKS),0.052398281354510336
Java Applet,0.07617858000472019
Social Psychology,0.0010624118368226096
Language Lab,0.12724325182237645
Network Mapping,0.5716130073428547
Atlassian Bamboo,0.1234767295373356
Spare Parts Management,0.052398281354510336
Balanced Budgeting,0.0748585745218742
Oracle iProcurement,0.011754550475089196
Metropolitan Area Networks,0.20959312541804134
Warehouse Operations,0.0035656941558057996
Availability Monitoring,0.12946378450885895
Looper,0.012467359717640302
Public Key Certificates,2.500295819467332
Hyperparameter Optimization,0.027449957865221624
Family Resources,0.12724325182237645
Total Station,0.052398281354510336
Project Estimation,0.08822463576904538
Google Cloud Platform (GCP),0.3668950783230839
Navigational Instruments,0.014975796120577273
Database Scanners,0.052398281354510336
Netezza,0.07491073747844353
Tax Laws,0.014568271169369875
Merchandising,0.3586321060124515
Operational Planning,0.24261298335372405
Stock Keeping Unit,0.027785956405485028
Projection Screen,0.027449957865221624
DCS File Format,0.0037354464963892543
Molecular Diagnostics,0.007491299073790657
Mystery Shopping,0.0010624118368226096
Mac Defender,0.7784421090818398
Citrix Workspace,0.0025016343759329206
McAfee Firewall,0.31438968812706186
Load Generator,0.027449957865221624
Security Recommendations,0.09566925017729364
Respiratory Therapy,0.007491299073790657
Connect-Direct (Internet Protocols Based Network Software),0.03169918994834823
Docker Container,0.10393577700049665
Preparing Executive Summaries,0.05769673648461527
Windows Service,0.3089941467427015
Fire Alarm Systems,0.1444050898596353
Roofing,0.16540056209477697
API Management,0.03474490765479752
Security Devices,6.408947396627224
Materials Engineering,0.007477695019782562
macOS Mojave,0.0025016343759329206
Hardware Support,1.501421137784774
Latvian Language,0.052398281354510336
Solar Systems,0.0025016343759329206
Cisco Packet Tracer,4.249561480432279
Windows Defender,0.30318334863789415
Fault Tolerance,0.1804862775479251
Cross-Docking,0.027449957865221624
Provider Network Management,0.052398281354510336
Shell Script,1.663391003983571
Product Requirements,0.090220218958583
Office Procedures,0.04542643503682462
Scan Tool (Automotive),0.12724325182237645
Quick Response Manufacturing,0.04064373087942113
COBOL (Programming Language),0.41856648355747883
FreeRADIUS,0.5089730072895058
Atmospheric Pressure,0.052398281354510336
Dell Equallogic,3.582658541336228
TypeScript,0.29751706548578094
SAFe Agile,0.018507480141362827
Network Service,2.0969800619632264
Newsletters,0.32211550393368577
Technology Research,0.03915334511619947
Base Station Subsystem,0.029540563771764672
Virtual Path,0.12724325182237645
Mastercam (CAD/CAM Software),0.15719484406353093
Security Technology,0.6038990730348754
Robotic Systems,0.05489991573044325
Virtual Desktops,1.5681072450035973
Analytic Applications,0.07718128774304567
Open Water Diving,0.12724325182237645
Risk Exposure Management,0.00581447345382998
Distributed Component Object Model,0.019044645001180048
Database Application,0.4510357765626502
Jbehave,0.01922544346786771
Identity And Access Management,0.6416589604019455
Control Deficiency Management,0.028710681909335106
Gamification,0.01776887845911415
Information Technology Operations,4.810995535482101
Organizational Charts,0.027785956405485028
Data Protection Strategy,0.027449957865221624
PeopleCode,0.008838512664652855
Active Directory Lightweight Directory Services,0.007491299073790657
Damage Assessments,0.04064373087942113
Quality Improvement,0.008139554716434605
Role-Based Access Control (RBAC),0.07377877757638181
Business Transformation,0.047232463333774954
ISO/IEC 27002,0.04070131417680986
Basic Military Training,0.2694622997653301
LDAP Admin,0.014982598147581313
Clinical Trial Management Systems,0.009972527368711431
Drainage Systems,0.12724325182237645
Microsoft Security Essentials,1.6977696153453725
Endpoint Devices,0.4522401008833965
Entity Relationship Models,0.06314315310822438
Web Application Development,0.10812559866953052
Navisworks (BIM Software),0.0010624118368226096
Virtual Terminal,0.0037354464963892543
Policy Analysis,0.012527432099496824
Coverity,0.01995185676442691
Architectural Design,0.6244408993602315
Information Retrieval,0.026749142961774327
Distributed Denial-Of-Service (DDoS) Attacks,1.2394273426140916
Fail2ban,0.01686052443628202
Electrical/Electronic Troubleshooting,0.3093864193751962
Source Selection,0.03629143023082417
Microsoft Dynamics 365,0.04419256332326427
Process Optimization,0.044597340321881326
Windows Small Business Servers,2.844380958859075
Jasmine (JavaScript Testing Framework),0.08827854546162735
OSI Protocols,0.052398281354510336
Terraform,0.23086063851441205
Open Systems Architecture,0.12724325182237645
Signal Handling,0.027449957865221624
Operating Budget,0.2581408680076518
Business To Business,0.4380945803359318
Somali Language,0.0025016343759329206
Web Application Penetration Testing,0.026243353852781457
Sun ONE,0.054249718654965154
Health Information Technology,0.040730669140370004
Trello,0.16021025300022165
Electric Utility,0.017100619794222487
Hardware Description Language (HDL),0.008838512664652855
Customer Centricity,0.0449273883617318
Regional Settings,0.12724325182237645
Internal Communications,0.04482535795667108
Prepress,0.03426993466275171
Profitability Management,0.052398281354510336
Taking Meeting Minutes,0.059272944774668594
User Analysis,0.014982598147581313
Key Performance Indicators (KPIs),0.5945384279032285
File Copying,0.0037354464963892543
Live Performances,0.007491299073790657
Digital Video,0.3406330419798433
Job Costing,0.0074708929927785085
Early Intervention,0.027449957865221624
Windows Preinstallation Environments,0.3246452355082517
Firmware Updates,2.109090342255325
MySQL,7.02628469135308
Local Storage,0.07662720120632578
Site Security,0.011737779339724714
JavaMail,0.017284967012123634
Federal Aviation Regulations,0.027449957865221624
HVAC,0.7772242678025654
Udeploy,0.039400169385033317
Office 365 Exchange Online,3.627031990668354
Database Tuning,0.2762331253708219
Dropped-Call Rate,0.014975796120577273
Video On Demand,0.013641398470077419
ISO/IEC 17025,0.014975796120577273
Beekeeping,0.052398281354510336
Antivirals,0.4223734863465505
Security Analysis,1.134840575427459
Alternative Dispute Resolution,0.052398281354510336
Purchasing Process,0.09566925017729364
United Nations/Electronic Data Interchange For Administration Commerce And Transport (UN/EDIFACT),0.02888918040433192
Image Generation,0.0010624118368226096
Community Development,0.007199202833708802
ShadowProtect,0.27433241772714934
Virtual Telecommunications Access Methods,0.05513352069825897
Family Educational Rights And Privacy Act,0.016809606964024733
Zettabyte File System (ZFS),0.013811353878693955
Financial Engineering,0.009972527368711431
System Implementation,0.3457436897392001
Digital Assets,0.060860437780321554
Code Testing,0.06021837305871059
PeopleSoft Customer Relationship Management (CRM),0.029951592241154547
Hydraulic Fluid,0.12724325182237645
Apache Kafka,0.17216426602371643
Computer Telephony Integration,0.19962059804932988
Nodes (Networking),0.7234954320715995
PIC Microcontrollers,0.0748585745218742
Tax Accounting,0.0037354464963892543
Community Mental Health,0.04064373087942113
Mapping Software,2.0406081012134596e-05
Operational-Level Agreement,0.3251487204056374
Sports Medicine,0.0037354464963892543
Dewey Decimal Classification,0.052398281354510336
Behavior-Driven Development,0.16546429903366972
Invoice Scanning,0.12724325182237645
Mobile Network Operator,0.01593843081180221
RACI Matrix,0.044597340321881326
Dentrix,0.05786876004200769
Allscripts EHR,0.04064373087942113
Sudden Infant Death Syndrome,0.029951592241154547
Object-Oriented Design,0.2352731671021683
Developing Training Materials,0.03688408435331214
Neo4j,0.05728626533692115
Meat Products,0.12724325182237645
Federal Information Security Management Act,0.31791675685358656
Academic Advising,0.009972527368711431
Workplace Safety,0.052398281354510336
Database Security,0.47490199194744653
Kernel Density Estimation,0.0025016343759329206
Appian (Software),0.0010816062692855291
Jitter,0.6587105624142661
Information Technology & Computing Services,0.12724325182237645
Juniper MX-Series,0.12724325182237645
Integrated Product Team,0.0037354464963892543
Instructing,0.5560232464425914
Cannabis,0.005003268751865841
Referential Integrity,0.021209582163473698
Technology Sales,0.01120633948916777
Mitigation,0.016023391028920628
Data Center Design,0.6451411903463281
Response Rate,0.059903184482309094
SAP ERP,0.09334589243826544
Advanced Mathematics,0.06186958865256997
Malwarebytes' Anti-Malware,1.5975395976643014
Scrum (Software Development),2.579014855836928
AWS Elastic Beanstalk,0.21286755984611733
Military Computers,0.2544865036447529
PCI Express,0.0037354464963892543
Tally ERP,0.007477695019782562
Sublime Text Editor,0.1313078957103685
Adobe PageMaker,0.046927802667012956
Wireless Ad Hoc Networks,0.12724325182237645
SAP Human Resource Management Software,0.019945054737422863
Due Diligence,0.11050900575778988
Global Distribution Systems,0.0748585745218742
External Storage,0.219599662921773
PrestaShop,0.016381008524667333
Pricing Strategies,0.015642600889004318
Wide Area Networks,112.51121116064853
Nuclear Weapons,0.04064373087942113
Groovy (Programming Language),0.14336545961741
IBM Lotus Freelance Graphics,0.018507480141362827
Strategic Alliance,0.01767702532930571
Marketing Strategies,0.2788235552829281
Live Streaming,0.1031637163324406
Consignment,0.011907548449437927
Mobile Application Development,0.9148085893329232
Marine Science,0.0748585745218742
WS-Security,0.02100736275820451
Software Requirements Specification,0.020801744707468615
Daptiv PPM,0.01767702532930571
Iptables,0.9973303170172526
Contract Negotiation,0.4236350151643436
Amazon WorkSpaces,0.007491299073790657
IBM RPG (Programming Language),0.016809606964024733
Community Radio,0.014975796120577273
Avionics,0.01375322126695508
Source Code Control Systems,0.042232223721187435
Clonezilla,0.9981029902466491
Valgrind,0.01951159223226299
Technical Control Facility,0.25236167997110764
Cable Laying,0.052398281354510336
Smart Lighting,0.027449957865221624
Multicast Address Allocation Server,0.4775857338820301
Tier 1 Technical Support,0.11980636896461819
Marketing Materials,0.19629128124248824
Toolchain,0.012467359717640302
Differentiated Instruction,0.027449957865221624
Offsite Data Protection,0.8383725016721654
PowerBuilder,0.053158915040892714
Analytics,0.4708620028485348
Commercialization,0.009972527368711431
AWS CodeCommit,0.019725053823615196
Server Patching,0.988198483147978
Data Analysis Expressions (DAX),0.038052904983076265
Dutch Language,0.12724325182237645
Amazon Alexa,0.0449273883617318
Amazon Simple Notification Service (SNS),0.021329600001895092
Talent Sourcing,0.013641398470077419
Knowledge Engineering,0.027449957865221624
Property Accounting,0.052398281354510336
Vector Markup Language,0.009972527368711431
Web Colors,0.05047301197206046
ICL 2900 Series,0.38172975546712923
Extract Transform Load (ETL),1.199657885053356
Applied Physics,0.014345376371434057
Backup Tools (Backup Software),0.03984599655595327
Bidding,0.0799538727657121
Audio Systems,0.3246452355082517
Business Directory,0.009539327568100142
Investment Banking,0.07640665000106717
Data System,0.09566925017729364
Automotive Detailing,0.05489991573044325
Learning Platforms,0.018860345020497268
Build Tools,0.0873964979155272
Project Management Body Of Knowledge (PMBOK) Methodology,0.07349397376654071
Cellebrite (Digital Intelligence Software),0.12511842814873117
Applied Statistics,0.013641398470077419
HP Virtual Connect,0.06596886507099754
Project Evaluation,0.02523977145189266
Reliability Engineering,0.10789882051518022
Ethernet Frame,1.3887436917739948
Engine Repair,0.014975796120577273
Corporate Travel Management,0.024262722354753793
Data Entry,0.6522989171512976
Amazon Macie,0.052398281354510336
Dragon Naturallyspeaking Systems,0.013091067804872519
Refurbishing,0.052398281354510336
Business Intelligence Reporting,0.07178883166832842
Winsock File Transfer Protocol (WS_FTP),0.005312059184113041
Topic Modeling,0.016902617226847178
Virtual Private LAN Services,3.2830847759298942
Defense Civilian Personnel Data Systems,0.007491299073790657
Angular CLI,0.06360818515607403
Data Management,0.8447637807907168
International Purchasing,0.12724325182237645
Currency Exchange Rates,0.04064373087942113
Category Strategy,0.027449957865221624
Child Support,0.004249647347290438
Commercial Finance,0.0025016343759329206
Application Client,0.01939179235956533
International Sales,0.012467359717640302
IT General Controls (ITGC),0.05070785168054154
Videography,0.018704440589962474
Transit Authorization,0.018860345020497268
Environmental Biotechnology,0.12724325182237645
Cosmetics,0.007477695019782562
ArcGIS Servers,0.01767702532930571
Batteries,0.04064373087942113
CPT Coding,0.02913654233873975
SAP Security,0.05466039136072806
Engineering Support,2.806694278953098
Structured Product,0.015318596687844724
Create Invoices,0.009972527368711431
Managed Care,0.0386760360970548
eSports,0.004976060643849643
Information Systems Security,0.9376447514692712
Train Operation,0.10479656270902067
Jest (JavaScript Testing Framework),0.06366919685390497
Outside Plant,0.16257492351768452
Underground Utilities,0.014975796120577273
Credit Analysis,0.013641398470077419
Flooring,2.0406081012134596e-05
CD-ROMs,0.5633749032650329
Computer Building,0.32355566596526925
Thermal Systems,0.10479656270902067
Fraud Prevention,0.03137116974679593
Genetic Programming,0.052398281354510336
Virtual Computing,0.05513352069825897
Cellular Data Communication Protocols,0.12794406672582367
Boy Scouts,0.04064373087942113
Rhel7,0.3454853165290876
Production Improvement,0.052398281354510336
Enterprise Portal,0.01761798134123539
Nagios,4.668267946715504
Bus Driving,0.12724325182237645
Twilio,0.058972306666641314
Structured Cabling,2.317153326506113
Virtual Router Redundancy Protocols,20.614596959949928
Bilingual (French/English),0.030880216797359233
Classroom Performance Systems,0.12724325182237645
IEEE 802.1X,12.358929838284789
Commercial Lending,0.033659830629527605
Internetworking,1.576418732782369
Medication Inventory,0.014975796120577273
Vulnerability Discovery,0.0037354464963892543
State Laws,0.00581447345382998
Clinical Research,0.030289481550054766
SQuirreL SQL Client,0.0180440437917166
Curriculum Planning,0.05489991573044325
Console Applications,0.09838574833153386
Fiber Optic Cable,5.3989952480017465
Java Web Services,0.021906292214670827
Human Resource Management,0.10318006180709957
Security Accounts Manager,0.0037354464963892543
Integrated Service Routers,11.191887747025502
Supervisory Control And Data Acquisition (SCADA),0.18433601149650528
Application Layers,0.10580540814782884
ISO 31000 Series,0.007491299073790657
Concrete Pouring,0.12724325182237645
DocuSign (Software),0.04628991939598
Clinical Research Coordination,0.007491299073790657
Novell Network,2.0557475611300235
Outbound Calls,0.06853986932550342
Data Extraction,0.06491266289246088
File Generation,0.013641398470077419
Cloud-Native Computing,0.019044645001180048
Microsoft Expression Studio,0.1497171490437484
Time Series Analysis And Forecasting,0.034201239588444975
Registration Authority,0.004976060643849643
Electronic Signatures,0.015642600889004318
Instructional Manuals,0.0025016343759329206
Server Consolidation,0.12492177090541684
Wireframing,0.2954584980524495
Webtrends,0.00935832366417285
Data Abstraction,0.02096461049022972
Microsoft Dynamics AX,0.18829047246555672
Standard Operating Environments,0.12511842814873117
Dialogflow (Google Service),0.007504903127798753
External Auditing,0.16239620933142493
Product Design,0.09432795023953822
Product Strategy,0.019773654453789136
Spyware,6.418711344073918
Tableau (Business Intelligence Software),0.8460702890214579
Microbiology,0.027785956405485028
Equipment Service Management And Rental,0.0025016343759329206
Business Liaison,0.015318596687844724
Microsoft Windows 7,33.62459528204203
Multiple-Camera Production,0.007477695019782562
TIBCO Business Studio,0.013091067804872519
Zerto,0.7723844421687045
Overlay Transport Virtualization,4.326270561960797
Pressure Ulcer,0.1546932096875981
Swimming Pool Maintenance,2.2194064766552226
GNOME (GNU Project Software),0.1097998314608865
Business Information System,0.009952121287699286
Dry Etching,0.12724325182237645
Management Contract,0.007504903127798753
Westlaw,0.0074708929927785085
Autodesk Revit,0.006103273320904182
Data Exchange,0.16949974190801675
Information Management,0.44687861427149717
Electronic Benefits Transfer (EBT),0.01686052443628202
Peacekeeping,0.0010624118368226096
Programming Tools,0.47494030333174464
Windows Media Player,0.2544865036447529
Java Enterprise Edition,0.06466171849628685
Patient Monitoring,0.12794406672582367
On Demand Routing,0.2544865036447529
Zenoss,0.5469309854336591
Secure Messaging,0.01120633948916777
Care Coordination,0.024934719435280604
Pre-Trip And Post-Trip Vehicle Inspections,0.0748585745218742
PuTTY (Application),0.7480697399306059
Machine Setup,0.009539327568100142
Financial Consulting,0.029951592241154547
Transcoding,0.052398281354510336
Iperf,0.7593354671543971
Kinect,0.012467359717640302
Finance Software,0.04064373087942113
Infectious Diseases,0.01337970645076794
Mineralogy,0.12724325182237645
IBM QRadar (SIEM Software),1.3224945813726703
Splunk,1.1836791348089164
Project Charter,0.11723079491674533
Pathology,0.008838512664652855
IT Architecture Design,0.0748585745218742
Computer Engineering,0.08515213211276572
Thermoplastics,0.027449957865221624
Information Governance,0.05553271036385004
Autoscaling,0.49780405688226803
Reliability Availability Maintainability And Safety Software,0.014982598147581313
Latin,0.008838512664652855
DISA Gold Disk,0.15507002038988577
Risk Governance,0.012467359717640302
Nvidia CUDA,0.01816983365804915
Server Farms,6.529518965882603
Amazon Inspector,0.029951592241154547
Educational Assessment,0.00581447345382998
Bambara Language,0.12724325182237645
7-Zip,0.052398281354510336
Website Architecture,0.019044645001180048
Advanced Manufacturing,0.0748585745218742
Hard Disk Drives,6.826809583054198
Amazon Elasticsearch Service,0.016381008524667333
Internet Services,3.4016379658916143
Plasmid Purification,0.12724325182237645
Dental Implant,0.052398281354510336
Data Validation,0.2241877548350897
Video Streaming,0.07164509217295141
DSL Modems,1.2822675516278208
Wireless Internet Service Provider,0.8083868992959902
Continuous Improvement Process,0.1530164698299951
Product Analysis,0.14894291130335788
Network Security Design,0.6063054790327518
Mocha (JavaScript Framework),0.10657195006996605
Resourcing,0.07273946946534894
Mobile Device Management,0.7341377787077722
Dialysis,0.017100619794222487
Viral Marketing,0.0025016343759329206
Hyperledger,0.013091067804872519
Software Features,0.035263651425267585
Intel Modular Server Systems,0.12724325182237645
Digital Content Creation,0.00581447345382998
Data Profiling,0.02143527059351975
Pilot Experiment,0.07354537106603219
Missile Guidance,0.052398281354510336
Database Conversion,0.0034951954143873126
Scenario Testing,0.1960358194232518
Molecular Modeling,0.1546932096875981
Device Admin,0.8907027627566348
SQL Server Management Studio,0.3293107571017642
Tactical Communications,0.1145326986454309
Network Administration,352.54830699220946
SoftDent,0.027449957865221624
IBM Lotus Word Pro,0.027449957865221624
Telecommunications Networks,4.097699388020714
Multi-Line Phone Systems,0.015642600889004318
Load Balancing,6.64568333255202
Invoicing,1.0352397768393633
Sage 100 ERP,0.6484156405592992
Culinary Arts,0.06988251387802456
Low Voltage Directive (Electrical Safety),0.052398281354510336
Electrical Load,0.12724325182237645
Marination,0.0025016343759329206
Software Suite,0.0693968707436721
Payroll Reporting,0.016902617226847178
Land Tenure,0.0025016343759329206
Central Process Scheduling,0.1546932096875981
Video Game Development,0.08077134986225896
Transactional Replication,0.04079228395449973
Data Science,0.24703244516718492
Artificial Intelligence,0.16420817909064145
Reservoir Simulation,0.052398281354510336
Pricing Systems,0.01776887845911415
Inventory Forecasting,0.009972527368711431
PIM Dense Mode,0.12724325182237645
Home Automation,0.11705572471122712
Reference Design,0.014975796120577273
Payment Card Industry (PCI) Data Security Standards,3.984686567031757
Layer 2 Tunneling Protocols,1.874029551715502
Millennium Software,0.0025016343759329206
Git (Version Control System),3.556833783584452
Visual Basic For Applications,0.5273842609882434
Message-Oriented Middleware,0.021906292214670827
Morphology,0.12724325182237645
On-Time Performance,0.010932078272145613
Electricflow,0.12724325182237645
Job Scheduling (Inventory Management),0.07014736439568954
Data Manipulation Language,0.22336028654961368
Memory Leaks,0.042055654227929916
Exhaust Systems,0.12511842814873117
Human Relations Movement,0.007477695019782562
Protein-Protein Interactions,0.12724325182237645
Shadow Copy,0.2279709656507943
Virtual Private Servers,0.04035506580961126
Stored Procedure,1.4965428208143279
Financial Calculations,0.00581447345382998
CA Wily Introscope,0.014975796120577273
SoftMed,0.052398281354510336
Password Cracking,0.47776942983554554
Matrix Factorization,0.0010624118368226096
Plumbing Systems,0.20210182634425058
Compressor Station,0.12724325182237645
Lex (Software),0.013451688603203758
IBM Blade,1.1610481532692145
Concept Testing,0.35265738819797937
Precalculus,0.0011650651381291163
Page Layout,0.17204785994542687
Lifeguarding,0.008765742626085185
Visual Basic (Programming Language),1.6636034783758378
Drivetrain,0.3093864193751962
Operating Partner,0.12724325182237645
Back Pressure,0.014975796120577273
Moodle,0.041624982861244844
Business Transaction Management,0.02222525428948636
Folder Security,1.0229492833308775
Spanning Tree Protocols,20.973552315415386
Property Tax,0.014345376371434057
Templating,0.10908075093881489
Business Objects Framework,0.2877465042722266
Footprinting (Forensics),0.007491299073790657
Electrical Codes,0.2544865036447529
Technology Ecosystems,0.08079175594327109
Building Services Engineering,0.019945054737422863
Apache Lucene,0.0210345198592451
CPanel,0.0929187679821591
Software Security,0.9397989054346446
Accruals,0.03187686162360442
ReSharper,0.038052904983076265
Back End Testing,0.0813057718197268
Spectral Analysis,0.15507002038988577
Change Orders,0.09783340967523216
Fibre Channel Over IP,0.052398281354510336
Microsoft Exchange Servers,54.70950549923225
Schematic Reading,0.15719484406353093
IBM Servers,1.7830291638290323
Configuration Design,0.29788582260671576
Cyber Security Strategy,0.1362654604405446
Artifactory,0.0590749785767447
Qualification Protocols (IQ/OQ/PQ),0.013641398470077419
Oracle Forms,0.0927425678407721
Dynamic HTML,0.387868499784593
Mac Pro,0.12724325182237645
Create Read Update and Delete (CRUD),0.2790432854069557
Reading Gauges,0.12724325182237645
Enzyme-Linked Immunosorbent (ELISA) Assay,0.007477695019782562
Productivity Management,0.007477695019782562
Xamarin Studio,0.01791063029712147
Payroll Systems,0.056327602668201644
VMware VMFS,0.13724978932610812
Scouting,0.0025016343759329206
IBM DB2,1.0602965624625702
Home Wiring,0.12724325182237645
FileAid (Software),0.020621202028773683
Office Supply Management,0.0012416207404437698
International Relations,0.05605381201720178
LINQ To XML,0.01896552769624573
Congestion Management,0.7634595109342585
FxCop,0.008838512664652855
Tires,0.19962059804932988
Microsoft Visual Studio,2.307801563599939
IP Flow Information Export,0.3892210545409199
Services Marketing,0.009972527368711431
Server Configuration,1.7826207358462616
Node.js (Javascript Library),1.6480890397822099
Applied Mathematics,0.06603284651254059
WordPress,1.1975510669690939
Knowledge-Based Configuration,0.027449957865221624
Enterprise Application Software,0.274848000435048
Virtual Environment,3.806600692403162
Business Requirements,2.5247747285416353
Oracle Linux,0.1813141180269251
Site Inspection,0.008765742626085185
Focus Group,0.03158760569909092
Antivirus Software,2.393885097057168
Data Lineage,0.01645909147592649
Secure Coding Best Practices,0.052398281354510336
Hemodynamics (Fluid Mechanics),0.014975796120577273
Public Accounting,0.0037354464963892543
Information Systems Architecture,0.1497171490437484
Adobe Creative Suite,0.5362528791627673
Dynamic Trunking Protocol,2.1556983981226407
Ldap Client,0.014975796120577273
Adobe Acrobat,0.08862794736019736
Audit Info System (AIS),0.027449957865221624
Document Composition,0.05489991573044325
Open Source Host-Based Intrusion Detection Systems,0.5053055810631567
MITRE ATT&CK Framework,0.1497171490437484
Public Company Accounting Oversight Board,0.04064373087942113
Customer Demand Planning,0.006103273320904182
User Requirements Documents,0.8319591871321883
Credit Management,0.016209608241033607
Operating Expense,0.26102534110720554
Spectrum Analyzer,0.5047233599422153
Salesforce Object Query Language (SOQL),0.021690679310650062
Horticulture,0.12724325182237645
Gentoo Linux,0.3191015089163238
Website Management,0.03688408435331214
Single Sign-On (SSO),0.7779515177507087
Cybersecurity Compliance,0.023001193536960528
WinDBg,0.03629143023082417
Control Panels,0.018860345020497268
Office 365 Administration,4.413565344017772
Ophthalmology,0.06988251387802456
Industrial Security,0.1097998314608865
Endianness,0.06738087950209161
Dependency Injection,0.022367278004106053
Evictions,0.009972527368711431
Soil Science,0.1497171490437484
Service-Level Agreement,2.0429959543469067
IIS Logs,0.00581447345382998
Transition Engineering,0.052398281354510336
Cross-Functional Collaboration,4.081216202426919e-05
Java Database Connectivity,0.32676516362938096
Geostationary Operational Environmental Satellite,0.2544865036447529
Schema Markup,0.06032335135870489
Web Filtering,11.128253858203966
Statement On Auditing Standards (SAS) No. 70,0.021597608501126426
Cyber Security Policies,0.03598393749908904
Elastic Load Balancer,0.11635075415739198
Documentation Generation,0.014975796120577273
Lenovo Servers,0.17632869409898969
Commercial Real Estate Assessment Management,0.007477695019782562
VPN Tunnels,25.39496248380311
